职位,薪资,公司,公司信息,公司地址,地区,工作经验,学历,人数,时间,岗位信息
['客户关系储备项目经理'],['1.5-2万/月'],['迦达高级时装有限公司'],['民营公司| 服装/纺织/皮革'],[],['深圳'],['硕士'],[],['2人'],['2019-09-13'],工作内容：客户关系部是一个以数据为根基、以消费者为核心、以销售结果为导向的战略营销部门。部门旨在准确洞察核心客户的需求，传播品牌文化与内涵，从而提升客户价值与品牌忠诚度。内容营销方向负责品牌微信服务号与电子邮件的日常运营，独立完成选题、内容管理、文案撰写等工作，分析并提升推送效果；完善顾客旅程，设置重要节点自动化推送，根据顾客标签向其推送个性化内容；丰富CRM系统中的内容管理系统，创立个性化内容池与内容模板。营销分析方向对销售数据、VIP数据进行深入分析，为销售策略、VIP发展与维护等提出切实可行的建议；多渠道收集VIP数据，完善CRM系统中的VIP标签，建立精确的客户画像，并描绘出顾客旅程与生命周期；建立模型预测客户行为，合理分配营销预算，以提升营销活动的ROI与VIP终身价值。市场活动方向参与策划与执行各类VIP活动，达成提高品牌形象、提升销售与VIP忠诚度等目标；开展市场调研，定期拜访全国商场与合作物业，培训大客户经理团队，了解品牌健康度与竞品情况；完善VIP权益梯级，洽谈异业合作机会，对象包括银行、酒店、餐厅、高级会所等，制定会员忠诚计划与高端礼遇。工作要求：内容营销方向★国内外重点名校统招硕士，新媒体、广告、新闻传播类专业优先；★熟悉新媒体运营方式，表达能力强，对内容策划与生产充满热情，有运营时尚类或艺术类新媒体经验者优先；★热爱并致力于从事服装行业， 对时尚流行趋势及市场变化有敏锐的感知与观察力，有国际时装奢侈品牌相关实习经历者优先。营销分析方向★国内外重点名校统招硕士，整合营销传播、大数据营销、统计学、商科类专业优先；★熟练使用Excel/SPSS/SAS/R等数据分析软件，掌握定量、定性调研能力，具备良好的信息收集分析及预测能力，善于通过数据分析洞察客户需求，有Salesforce使用经验者优先；★热爱并致力于从事服装行业， 对时尚流行趋势及市场变化有敏锐的感知与观察力，有国际时装奢侈品牌相关实习经历者优先。市场活动方向★国内外重点校统招硕士，市场营销、广告、商科类专业优先；★表达能力强，具备创新意识与团队协作精神，有活动策划、广告、公关行业相关实习经历者优先；★热爱并致力于从事服装行业， 对时尚流行趋势及市场变化有敏锐的感知与观察力，有国际时装奢侈品牌相关实习经历者优先。工作地点：深圳
['（互联网+高薪）区域销售主管'],['0.4-1万/月'],['安徽九广全景智慧科技有限公司'],['民营公司| 少于50人| 计算机软件 广告'],['上班地址 : 新世界中心A区'],['南京-玄武区'],['3-4年工作经验'],['大专'],['2人'],['2019-09-13'],
['智能家居体验馆导购员'],['4-8千/月'],['深圳玛利雅物联网科技有限公司'],['民营公司| 50-150人| 互联网/电子商务'],['上班地址 : 欧洲城香江家居'],['深圳-南山区'],['2年工作经验'],['高中'],['15人'],['2019-09-13'],任职资格：1、市场营销相关专业者或建材从业经验丰富者优先2、面貌端正，形象气质佳，性格开朗、有亲和力，语言表达能力强岗位职责：1、负责店面客户接待工作，积极向客户讲解公司产品特性并准确获取客户需求信息；2、根据顾客需求及购买能力，结合公司产品特点进行选材，并做好搭配推荐；3、向客户讲解设计方案和预算报价，促成客户确认方案并签约；4、跟踪项目进度，做好客情维护；5、定期对客户进行回访，重视售后问题解决；6、完成直接上级交办的其他工作。薪资：5000-8000联系电话：13560099884联系人：黄小姐面试地址：深圳市南山区欧洲城香江家居三楼H&O 专柜公司简介：深圳玛利雅物联网科技有限公司是香江集团旗下的物联网健康智能家居品牌运营公司，依托香江集团房地产行业运营经验，主打现代家庭装修业务，并根据物联网和大数据科技发展的成熟度，全力以赴发展家庭场景的健康智能家居应用相关业务。公司倡导“安全健康、品质生活”的经营理念，为广大人民群众日益增长的生活品质要求提供贴心到家的服务。
['Digital Marketing Manager'],['1.5-2.5万/月'],['Supplyframe China'],['外资（欧美）| 50-150人| 互联网/电子商务 电子技术/半导体/集成电路'],['上班地址 : 苏州市工业园区腾飞创新园 新平街388号B幢705'],['苏州'],['5-7年工作经验'],['本科'],['1人'],['2019-09-13'],
['供应链分析专员'],[],['世纪宝姿（厦门）实业有限公司'],['民营公司| 批发/零售'],[],['厦门'],['本科'],[],['若干人'],['2019-09-13'],岗位职责：1、 根据公司的实际业务流程，协助设计供应链数据分析方案；2、 结合大数据分析供应链绩效表现，探索供应链问题并进行深入分析，为供应链提升提供方案与数据支持；3、 协同计划、采购与业务部门，持续跟进供应链绩效指标，直至项目结束。任职要求：1、 本科以上学历，供应链管理、统计、市场营销等相关专业；2、 良好的数据敏感性，熟练使用Excel函数、Access操作等；3、 思维逻辑清晰，具备一定沟通交流能力。
['ERP销售顾问'],['1.5-2万/月'],['江西明源云信息科技有限公司'],['民营公司| 50-150人| 计算机软件'],['上班地址 : 江西省南昌市红谷滩新区碟子湖中大道莱蒙都会商业中心5A写字楼1701室'],['南昌-红谷滩新区'],['3-4年工作经验'],['本科'],['5人'],['2019-09-13'],
['品牌营销'],['0.8-1万/月'],['河南中横国际贸易有限公司'],['外资（非欧美）| 150-500人| 互联网/电子商务 贸易/进出口'],['上班地址 : 郑州市郑东新区东风南路榆林北路绿地中心双子塔南塔12楼1210-1215'],['郑州'],['3-4年工作经验'],['本科'],['1人'],['2019-09-13'],
['数据运营'],['0.6-1万/月'],['上海极吼吼信息技术有限公司'],['民营公司| 150-500人| 计算机服务(系统、数据服务、维修) 互联网/电子商务'],['上班地址 : 定西路788号4楼4E'],['上海-长宁区'],['2年工作经验'],['本科'],['1人'],['2019-09-13'],
['房产经纪人 销售 高薪'],['0.8-1万/月'],['武汉物成置业有限公司'],['民营公司| 50-150人| 房地产'],['上班地址 : 江夏区文化大道菩提苑二期201栋1层商7号链家地产'],['武汉-江夏区'],['大专'],[],['10人'],['2019-09-13'],
['包住宿课程销售顾问月薪20K+高福利'],['2-2.5万/月'],['新银咨询'],['上市公司| 150-500人| 金融/投资/证券 计算机软件'],['上班地址 : 荷清大厦'],['北京-海淀区'],['无工作经验'],['本科'],['20人'],['2019-09-13'],
['运营专员'],['0.8-1.5万/月'],['武汉凡点科技有限公司'],['民营公司| 少于50人| 互联网/电子商务 计算机软件'],['上班地址 : 雄楚大街与珞狮南路交汇处南国雄楚广场A1栋20楼'],['武汉-洪山区'],['1年工作经验'],['大专'],['5人'],['2019-09-13'],
['Java开发工程师'],['1-1.5万/月'],['苏州市天智教育培训中心'],['民营公司| 50-150人| 影视/媒体/艺术/文化传播 广告'],['上班地址 : 烽火路80号'],['苏州-姑苏区'],['5-7年工作经验'],['本科'],['2人'],['2019-09-13'],1. 熟悉Java语言编程，了解常用设计模式，有开发J2SE应用的实际经验，善于分析代码，系统调优；2. 熟悉J2EE主流轻量级框架（Spring/springcloud/SpingBoot/MyBatis），熟悉REST、WebServices接口开发；3. 熟练掌握SQL语法和redis存储；4. 2-3年项目开发经验；5. 有大型网站集成开发经验者优先；6. 有大型分布式系统管理系统开发经验者优先（熟悉分布式任务调度平台XXL-JOB、有ElasticSearch、kibana、flume等集成日志系统运用经验）；7. 有大数据开发经验者优先（Stream数据处理、高并发Nginx、大数据流RocketMQ处理、RabbitMQ消息队列）；8. 具有良好的沟通、团队协作、计划和创新的能力；9. 熟练jdk8和IntelliJ IDEA开发工具运用；10. 了解基于Google的Guava类库整合spring，以及Lombok简化java代码；11. 了解Vue、EhCache框架，以及kafka与zookeeper集群的搭建；12. 了解Linux系统的使用和配置。
['技术总监'],['6-8千/月'],['荆州市华清致远软件开发有限责任公司'],['民营公司| 少于50人| 计算机软件 金融/投资/证券'],['上班地址 : 荆州市庄王大道6号绿地铭创22-30'],['荆州'],[],[],['1人'],['2019-09-13'],
['首席技术官'],['2-2.5万/月'],['苏州汇思人力资源有限公司'],['民营公司| 10000人以上| 外包服务 多元化业务集团公司'],['上班地址 : 高教区东平街266号汇思BPO研究中心'],['苏州-工业园区'],[],[],['1人'],['2019-09-13'],
['数据分析师+双休五险+待遇优'],['0.6-1.2万/月'],['灵枭科技（武汉）有限公司'],['国企| 50-150人| 计算机服务(系统、数据服务、维修)'],['上班地址 : 东合中心B栋'],['武汉-武汉经济开发区'],[],[],['3人'],['2019-09-13'],
['家装工程经理'],['5-7千/月'],['辽宁芒果网络股份有限公司'],['民营公司| 1000-5000人| 互联网/电子商务 房地产'],['上班地址 : 青年大街339号银基发展大厦9楼'],['沈阳-沈河区'],['5-7年工作经验'],['大专'],['1人'],['2019-09-13'],
['软件开发类'],[],['万向集团公司'],['民营公司| 建筑/建材/工程'],[],['杭州'],['本科'],[],['若干人'],['2019-09-13'],计算机、软件工程、大数据分析、通信、控制、自动化、物联网、人工智能等相关专业
['招生顾问（课程销售）'],['5-8千/月'],['成都途锦文化传播有限公司'],['民营公司| 50-150人| 教育/培训/院校'],['上班地址 : 大悦路518号大悦城2F'],['成都-武侯区'],['大专'],['普通话良好'],['若干人'],['2019-09-13'],
['高级Java工程师'],['1.5-2.5万/月'],['浙江河马通信科技有限公司'],['创业公司| 50-150人| 通信/电信/网络设备'],['上班地址 : 建业路511号华创大厦20F'],['杭州-滨江区'],['5-7年工作经验'],['本科'],['1人'],['2019-09-13'],
['【商业】-客户关系岗'],[],['华润置地-商业地产事业部'],['国企| 房地产'],[],['北京'],['硕士'],[],['1人'],['2019-09-13'],【岗位描述】：1、参与消费者、品牌租户、购物中心相关部门的访谈和调研，并根据得到的用户需求痛点，形成报告；2、参与O2O方案制定，合作方甄选，业务需求提出等工作；3、协助客户关系体系搭建，会员管理流程编制，会员招募计划制定实施，会员中心建设等相关工作；【岗位要求】：1、统计专业、大数据相关方向优先；2、良好的信息收集和数据分析处理能力，良好的逻辑思维和表达能力；3、对商业地产（购物中心）有一定的兴趣和认知了解，可接受出差。
['商务销售专员'],['6-8千/月'],['安徽扬子智能设备有限公司'],['民营公司| 50-150人| 批发/零售'],['上班地址 : 蜀山区新产业园雪霁路335号扬子科创产业园'],['合肥-蜀山区'],['无工作经验'],['高中'],['10人'],['2019-09-13'],
['学术推广专员'],['6-9千/月'],['苏州普瑞森基因科技有限公司'],['外资（欧美）| 少于50人| 制药/生物工程 医疗设备/器械'],['上班地址 : 苏州市工业园区星湖街218号生物纳米园A5-505'],['苏州-工业园区'],['1年工作经验'],['本科'],['1人'],['2019-09-13'],
['后台开发工程师'],['1-1.5万/月'],['广州艾米会电子商务有限公司'],['民营公司| 50-150人| 互联网/电子商务 农/林/牧/渔'],['上班地址 : 龙口西路1号保利中辰广场A座2101室'],['广州-天河区'],['3-4年工作经验'],['本科'],['1人'],['2019-09-13'],
['业务代表'],['1-1.5万/月'],['理想乐活科技（深圳）有限公司'],['民营公司| 少于50人| 快速消费品(食品、饮料、化妆品) 互联网/电子商务'],['上班地址 : 高新南四道27号高新技术产业园W2-A栋4楼B01室'],['深圳-南山区'],[],[],['10人'],['2019-09-13'],
['.net开发工程师（一物一码）'],['0.9-1.4万/月'],['广州米多网络科技有限公司'],['民营公司| 50-150人| 互联网/电子商务'],['上班地址 : 广州市天河区中山大道西299号大舜丽池行政楼2楼整层（天河区学院BRT边边）'],['广州-天河区'],['3-4年工作经验'],['大专'],['1人'],['2019-09-13'],
['信息流优化师（媒介）'],['0.8-1.5万/月'],['上海卓塔信息技术有限公司'],['民营公司| 50-150人| 互联网/电子商务'],['上班地址 : 金港路299号禹洲广场701  靠近九号线金桥地铁站'],['上海-浦东新区'],['1年工作经验'],['大专'],['1人'],['2019-09-13'],
['市场推广专员'],['0.4-1万/月'],['成都蓉汇智翔科技有限公司'],['民营公司| 少于50人| 计算机软件 互联网/电子商务'],['上班地址 : 府城大道西段399号10号楼1305B'],['成都-武侯区'],['2年工作经验'],['本科'],['5人'],['2019-09-13'],
['技术经理'],['1.6-2.5万/月'],['上海唐豹信息科技有限公司'],['创业公司| 50-150人| 互联网/电子商务'],['上班地址 : 上海市黄浦区北京东路668号'],['上海-黄浦区'],['5-7年工作经验'],[],['1人'],['2019-09-13'],
['游戏数据分析师'],[],['成都力比科技有限公司'],['民营公司| 互联网/电子商务'],[],['成都'],['本科'],[],['4人'],['2019-09-13'],1.负责手游日常数据监控、预警、分析、挖掘工作2.定期进行市场分析，发现潜在问题，提出合理执行建议3.定向活动以及功能分析，根据历史数据给出活动及功能制定建议4.上线后表现分析总结，给出合理改进优化建议
['开发工程师'],[],['成都索贝数码科技股份有限公司'],['民营公司| 互联网/电子商务'],[],['成都'],['本科'],[],['10人'],['2019-09-13'],1.负责公司产品的开发工作。（C/C++、C#、Python、java、web前端、大数据、UI设计等）
['实习开发测试员'],[],['成都育碧电脑软件有限公司'],['民营公司| 互联网/电子商务'],[],['成都'],['本科'],[],['1人'],['2019-09-13'],对大数据平台及游戏性能/压力测试平台功能进行测试，编写并执行测试用例，撰写测试报告
['高级软件开发工程师'],['15-30万/年'],['南京地铁运营咨询科技发展有限公司'],['民营公司| 50-150人| 交通/运输/物流'],['上班地址 : 南京市雨花台区尤家凹2号'],['南京'],['5-7年工作经验'],['本科'],['1人'],['2019-09-13'],
['Python开发工程师'],['0.8-1.5万/月'],['松下信息系統（上海）有限公司'],['外资（非欧美）| 150-500人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 无锡新区震泽路18号国家软件园'],['无锡'],['本科'],['日语'],['2人'],['2019-09-13'],
['Java软件开发工程师（上海）'],[],['博世（中国）投资有限公司'],['外资（非欧美）| 金融/投资/证券'],[],['上海'],['本科'],[],['若干人'],['2019-09-13'],职位描述:1.根据定义的技术设计文档设计，开发和集成端到端连接的车辆解决方案和系统；2.集成汽车系统，物联网设备和基础设施；3.设计并实施可以在交通量大的情况下运行的高性能鲁棒系统；4.运营和维护应用程序，使其按照技术和功能规范执行；5.向技术架构团队推广可重用组件。任职要求:1.计算机科学，电子，汽车或其他相关领域的本科或以上学历；2.在Java，Python，C＃，SQL或其他编程语言以及Spring等框架方面具有丰富的实践经验；3.了解物联网协议和任何主要物联网堆栈，例如： Azure IoT，AliCloud IoT，华为OceanConnect等加分；4.了解大数据框架，例如： Hadoop，Spark，Kafka等加分；5.流利的英文听说读写能力，可自由口语交流。
['Dyson官网运营-驻场人员'],['0.8-1万/月'],['北京兴长信达科技发展有限公司'],['民营公司| 500-1000人| 互联网/电子商务 通信/电信/网络设备'],['上班地址 : 中山西路海螺大厦2号楼5楼'],['上海-长宁区'],['2年工作经验'],['大专'],['若干人'],['2019-09-13'],
['统计内勤员'],['8-10万/年'],['上海中科深江电动车辆有限公司'],['国企| 150-500人| 汽车及零配件'],['上班地址 : 上海市嘉定区叶城路1631号'],['上海'],['3-4年工作经验'],['大专'],['若干人'],['2019-09-13'],
['Unity3D美术设计师'],['0.6-1万/月'],['云南三耳科技有限公司'],['民营公司| 少于50人| 计算机软件'],['上班地址 : 吴家营街道仕林街云上云大数据双创基地9栋217'],['昆明-呈贡区'],['1年工作经验'],['本科'],['1人'],['2019-09-13'],
['云解决方案架构支持'],['1.5-2.5万/月'],['香港诺勤国际科技有限公司上海代表处'],['外资（非欧美）| 150-500人| 计算机服务(系统、数据服务、维修) 通信/电信/网络设备'],['上班地址 : 柳营路305号'],['上海-静安区'],['5-7年工作经验'],['大专'],['1人'],['2019-09-13'],
['扬州-Java开发经理'],['1.2-1.8万/月'],['盟拓软件（苏州）有限公司'],['合资| 500-1000人| 计算机软件'],['上班地址 : 扬子江中路186号智谷科技B座19楼'],['扬州'],['5-7年工作经验'],['大专'],['1人'],['2019-09-13'],
['网络工程师'],['4.5-5.5千/月'],['上海三零卫士信息安全有限公司杭州分公司'],['国企| 50-150人| 通信/电信/网络设备 计算机服务(系统、数据服务、维修)'],['上班地址 : 义乌'],['义乌'],['2年工作经验'],['大专'],['3人'],['2019-09-13'],
['数据分析'],['6-8千/月'],['杭州唯哇贸易有限公司'],['民营公司| 少于50人| 贸易/进出口'],['上班地址 : 丁桥'],['杭州-江干区'],['1年工作经验'],['本科'],['1人'],['2019-09-13'],
['软件销售专员'],['0.8-1.5万/月'],['四川省亿维进出口有限公司'],['民营公司| 150-500人| 贸易/进出口'],['上班地址 : 剑南大道中段1098号世豪广场写字楼907'],['成都-高新区'],['1年工作经验'],['大专'],['3人'],['2019-09-13'],
['数据专员'],['4.5-6千/月'],['上海申通易物流有限公司'],['民营公司| 500-1000人| 交通/运输/物流'],['上班地址 : 昆山市千灯镇玉溪中路225号普洛斯物流园区'],['昆山'],['1年工作经验'],['大专'],['2人'],['2019-09-13'],
['Java开发工程师'],['0.8-1.8万/月'],['蘑菇物联技术（深圳）有限公司'],['民营公司| 50-150人| 计算机软件 互联网/电子商务'],['上班地址 : 祈福集团中心B座5楼'],['广州-番禺区'],['3-4年工作经验'],['本科'],['5人'],['2019-09-13'],
['PHP高级开发工程师'],['0.6-1.2万/月'],['武汉光谷知识产权联盟管理有限责任公司'],['民营公司| 少于50人| 法律 专业服务(咨询、人力资源、财会)'],['上班地址 : 关山大道特1号光谷软件园C6栋4楼403室'],['武汉'],['2年工作经验'],[],['1人'],['2019-09-13'],
['地推陌拜专员（工作时间自由）'],['6-8千/月'],['武汉超盟商业管理有限公司'],['民营公司| 少于50人| 互联网/电子商务'],['上班地址 : 洪山广场洪广宝座8楼H室'],['武汉-洪山区'],['无工作经验'],['高中'],['10人'],['2019-09-13'],
['营销总监（央企方向）'],['30-60万/年'],['南京睿辰欣创网络科技股份有限公司'],['民营公司| 150-500人| 计算机软件 计算机硬件'],['上班地址 : 江苏省南京市玄武区黄埔路2号黄埔科技大厦A楼30层'],['南京'],['8-9年工作经验'],['本科'],['1人'],['2019-09-13'],
['软件销售'],['0.5-1万/月'],['广州标天下信息科技有限公司'],['创业公司| 50-150人| 互联网/电子商务'],['上班地址 : 龙怡路117号银汇大厦1005'],['广州-天河区'],['1年工作经验'],['高中'],['若干人'],['2019-09-13'],
['PHP游戏开发'],['1.5-2.3万/月'],['广州鼎盛互动网络科技有限公司'],['民营公司| 50-150人| 网络游戏 计算机软件'],['上班地址 : 富力盈通大厦'],['广州-天河区'],['3-4年工作经验'],['大专'],['4人'],['2019-09-13'],
['PC软件工程师'],[],['南京埃斯顿自动化股份有限公司'],['外资（非欧美）| 仪器仪表/工业自动化'],[],['南京'],['硕士'],['英语熟练'],['2人'],['2019-09-13'],岗位描述：1、进行公司产品所需的用户软件开发和技术研究，包括运动控制技术、深度学习（机器视觉、基础算法及平台、大数据与云计算）、应用软件、信息技术等方向。2、参与项目前期的需求收集、分析和方案制定。3、遵守公司产品开发流程，进行软件开发、技术研究的相关活动。4、进行技术文档的撰写、评审、进展汇报等项目工作。5、根据公司需要提供技术支持工作，满足特定市场开拓需要。6、遵照软件测试理念和公司流程，确保输出的软件产品的可靠性、稳定性。7、配合所在项目其他成员工作，确保整个进度的完成。8、进行软件产品的维护，实现客户定制、产品升级、更新。9、公司或领导安排的其他任务。岗位要求：1、硕士及以上学历，电子、自动化、计算机、软件工程等相关专业。2、熟悉C/C++/C#/Python语言编程，了解.net框架等，能够熟练使用Visual Studio等编程软件。3、具备较强的工程设计理念和方法、技术研究方法和能力4、能熟练的阅读相关的英文文档和交流技能。5、具备对应技术方向的项目实践经验；6、具有较强的工作责任心及保密意识。7、具有良好的沟通协调能力、较强的解决问题能力及执行力。8、具有较强的学习能力和团队合作精神，并具备较强的抗压能力。
['Java开发工程师'],['0.8-1.5万/月'],['杭州榕华科技有限公司'],['民营公司| 50-150人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 西园八路3号'],['杭州-西湖区'],['3-4年工作经验'],['本科'],['2人'],['2019-09-13'],
['运维工程师Open stack'],['1-1.5万/月'],['魁博信息科技（上海）有限公司'],['创业公司| 少于50人| 计算机服务(系统、数据服务、维修)'],['上班地址 : 惠平路801号1号楼民成 大厦308室'],['上海-嘉定区'],['3-4年工作经验'],['本科'],['2人'],['2019-09-13'],
['智能安防销售主管'],['1-2万/月'],['深圳市恒博国际发展有限公司'],['民营公司| 10000人以上| 物业管理/商业中心'],['上班地址 : 龙华街道华清大道248-1号恒博智能安防基地二楼'],['深圳-龙华新区'],['3-4年工作经验'],['大专'],['1人'],['2019-09-13'],
['Java高级开发工程师（急聘）'],['1-1.6万/月'],['广州华购计算机科技有限公司'],['民营公司| 50-150人| 互联网/电子商务'],['上班地址 : 南村镇汉溪大道东390号四海城商业广场3栋12楼'],['广州-番禺区'],['5-7年工作经验'],['大专'],['1人'],['2019-09-13'],
['家韵诚聘无经验销售（师傅带+培训）'],['6-8千/月'],['云南家韵网科技有限公司'],['民营公司| 500-1000人| 房地产'],['上班地址 : 星都国际总部47栋'],['昆明-官渡区'],['无工作经验'],['高中'],['20人'],['2019-09-13'],
['培训督导/业务发展经理'],['1-3万/月'],['阿巴玛斯智能科技（苏州）有限公司'],['民营公司| 少于50人| 计算机服务(系统、数据服务、维修) 机械/设备/重工'],['上班地址 : 高铁新城南天成路88号天成信息大厦三楼'],['苏州-相城区'],['3-4年工作经验'],['本科'],['1人'],['2019-09-13'],
['数据库实习生'],['2-4千/月'],['成都天健信息科技有限公司'],['民营公司| 50-150人| 计算机软件 医疗/护理/卫生'],['上班地址 : 青羊区家园路8号大地新光华广场A1座1015'],['成都-青羊区'],['大专'],[],['1人'],['2019-09-13'],
['全栈工程师'],['1.5-2.5万/月'],['上海浩聚医疗科技有限公司'],['创业公司| 少于50人| 医疗设备/器械'],['上班地址 : 祥科路58号B幢2层'],['上海-浦东新区'],['3-4年工作经验'],['本科'],['若干人'],['2019-09-13'],
['销售专员'],['0.4-1万/月'],['深圳市高业知识产权代理有限公司'],['民营公司| 少于50人| 专业服务(咨询、人力资源、财会) 中介服务'],['上班地址 : 西乡街道银田创意园鼎盛大厦A座303'],['深圳-宝安区'],['中专'],[],['4人'],['2019-09-13'],
['北京链家高薪诚聘销售人才，应届生本科优先培养'],['6-8千/月'],['北京链家置地房地产经纪有限公司-BJ067'],['民营公司| 10000人以上| 房地产 互联网/电子商务'],['上班地址 : 就近分配'],['北京-朝阳区'],['本科'],[],['7人'],['2019-09-13'],
['数据分析师'],['4-7千/月'],['火眼科技有限公司'],['民营公司| 50-150人| 互联网/电子商务 计算机服务(系统、数据服务、维修)'],['上班地址 : 互联网产业园9号楼'],['重庆-渝北区'],['3-4年工作经验'],['本科'],['若干人'],['2019-09-13'],岗位职责：1、监控各个业务部门核心数据指标，通过数据分析发现业务趋势并反馈至各业务部门进行落地，根据数据情况快速有效的定位问题并提出解决方案；2、分析B端客户行为、转化路径、留存率等，形成精准的客户画像，为客户精准营销和产品优化提供参考依据；3、参与公司大数据管理平台建设，包括CRM、BI、数据管理平台等；4、数据规范建设：包括数据埋点、行为标签、指标体系等；5、对接各部门数据需求，完成需求分析、数据处理、需求输出要求；6、定期输出专题分析报告，为公司决策提供依据。任职要求：1、本科及以上学历，统计学、数学、计算机等相关专业优先考虑；2、熟练使用MYSQL数据库，熟悉Hive优先；3、熟练使用Excel、Word、PPT，熟练运用Excel函数和数据图表；4、1-3年互联网数据分析工作经验，有大数据行业经验优先；5、具有良好的沟通理解能力、思维发散，具备较强的工作主动性和抗压能力。
['互联网商务经理（佛山）'],['0.8-1万/月'],['平安健康保险股份有限公司广东分公司'],['上市公司| 1000-5000人| 金融/投资/证券'],['上班地址 : 佛山市禅城区季华五路55号3108室'],['佛山'],['2年工作经验'],['本科'],['1人'],['2019-09-13'],
['亚马逊运营（日本站）'],['6-8千/月'],['深圳北极之光科技有限公司'],['民营公司| 150-500人| 批发/零售 汽车及零配件'],['上班地址 : 龙岗区布吉丹竹头地铁站宝岭大厦4F'],['深圳'],['2年工作经验'],['大专'],['1人'],['2019-09-13'],
['数据标注员'],['3-4.5千/月'],['南京知乎信息科技有限公司'],['民营公司| 少于50人| 计算机服务(系统、数据服务、维修)'],['上班地址 : 星火路9号软件大厦B座310室'],['南京-浦口区'],['1年工作经验'],['大专'],['10人'],['2019-09-13'],
['算法工程师'],['0.4-1万/月'],['济南迅捷万通科技发展有限公司'],['民营公司| 少于50人| 计算机软件 石油/化工/矿产/地质'],['上班地址 : 山东省东营市东营区黄河路西首胜利花苑'],['东营'],['3-4年工作经验'],['本科'],['3人'],['2019-09-13'],
['数据库工程师'],['0.6-1万/月'],['武汉数矿科技股份有限公司'],['民营公司| 少于50人| 计算机软件'],['上班地址 : 黄陂区前川街道邮电大楼附近'],['武汉-黄陂区'],['3-4年工作经验'],['本科'],['2人'],['2019-09-13'],
['网络销售（高提点+交通便利+双休）'],['0.8-1万/月'],['广州竞搜网络传媒有限公司'],['民营公司| 少于50人| 广告 互联网/电子商务'],['上班地址 : 锐丰广场3栋2号楼409（地铁6号线香雪F出口）'],['广州-黄埔区'],['无工作经验'],['中技'],['10人'],['2019-09-13'],
['链家房产销售经纪人+底薪5000+五险+提成+就近安排'],['1-1.5万/月'],['合肥链家宝业房地产经纪有限公司'],['民营公司| 1000-5000人| 房地产 中介服务'],['上班地址 : 新华学府店'],['合肥-蜀山区'],['本科'],[],['8人'],['2019-09-13'],
['销售代表底薪6k+高提成+透明晋升'],['0.8-1万/月'],['上海太平洋房屋服务有限公司'],['外资（欧美）| 1000-5000人| 中介服务'],['上班地址 : 仙霞路1108号（上海各区均可就近分配，安排住宿）'],['上海-长宁区'],['高中'],[],['8人'],['2019-09-13'],
['Java高级开发工程师'],['1-2万/月'],['西安导学教育科技有限公司'],['民营公司| 150-500人| 教育/培训/院校 计算机服务(系统、数据服务、维修)'],['上班地址 : 高新一路（创业咖啡街区）创业大厦5楼'],['西安-高新技术产业开发区'],['3-4年工作经验'],['本科'],['1人'],['2019-09-13'],
['资深新媒体运营专员'],['0.8-1万/月'],['克瑞艾特（南京）企业策划咨询有限公司'],['外资（欧美）| 少于50人| 互联网/电子商务'],['上班地址 : 太平南路168号远洋国际中心2幢827'],['南京-秦淮区'],['5-7年工作经验'],['本科'],['1人'],['2019-09-13'],
['销售助理'],['3-6千/月'],['上海博阳精讯信息科技有限公司'],['民营公司| 50-150人| 计算机服务(系统、数据服务、维修)'],['上班地址 : 石景山万达广场写字楼C座2010室'],['北京-石景山区'],['大专'],[],['若干人'],['2019-09-13'],
['口碑运营'],['4-6千/月'],['上海稚趣堂文化传播有限公司长春分公司'],['民营公司| 150-500人| 教育/培训/院校 专业服务(咨询、人力资源、财会)'],['上班地址 : 翔运街与振武胡同交汇 独栋二层楼'],['长春-绿园区'],['1年工作经验'],['大专'],['1人'],['2019-09-13'],
['运营专员'],['0.6-1万/月'],['江苏攸同文化发展有限公司'],['民营公司| 少于50人| 多元化业务集团公司 影视/媒体/艺术/文化传播'],['上班地址 : 汇通路8号依云溪谷113栋02室（地铁2号线学则路地铁站对面）'],['南京-栖霞区'],['2年工作经验'],['本科'],['1人'],['2019-09-13'],
['PHP高级开发工程师'],['0.7-1.1万/月'],['广州唤醒她科技有限公司'],['民营公司| 少于50人| 快速消费品(食品、饮料、化妆品) 贸易/进出口'],['上班地址 : 白云三线志景创意园'],['广州-白云区'],['大专'],[],['1人'],['2019-09-13'],
['售前技术支持工程师'],['0.8-1万/月'],['南京云帏科技有限公司'],['民营公司| 50-150人| 计算机软件'],['上班地址 : 丰盛商汇8号楼310室'],['南京-雨花台区'],['本科'],[],['3人'],['2019-09-13'],
['过程控制工程师'],['1-2万/月'],['北京北科麦思科自动化工程技术有限公司'],['合资| 50-150人| 仪器仪表/工业自动化'],['上班地址 : 振兴路5号'],['北京-昌平区'],['2年工作经验'],['本科'],['2人'],['2019-09-13'],
['市场咨询调研分析师'],['6-8千/月'],['北京博睿同信医药信息咨询有限责任公司'],['民营公司| 50-150人| 制药/生物工程 计算机服务(系统、数据服务、维修)'],['上班地址 : 北京市朝阳区松榆西里29号楼四层408-415室'],['北京-朝阳区'],['1年工作经验'],['本科'],['3人'],['2019-09-13'],
